Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa)
11.8,70,782.3
12.3,68,782.3
12.8,67,782.3
13.2,64,782.4
13.3,64,782.3
13.4,62,782.3
13.5,61,782.4
13.5,60,782.4
13.6,58,782.3
13.8,57,782.3
14.1,55,782.2
14.4,53,782.1
14.7,50,782
14.9,47,781.9
15,45,781.9
15,43,781.8
15.3,40,781.7
15.1,40,781.7
15.2,37,781.6
15.1,36,781.5
15.2,32,781.4
15.5,29,781.2
15.7,27,781
15.9,26,780.9
16.2,25,780.8
16.5,24,780.6
16.9,23,780.4
17.5,23,780.2
17.9,21,780.1
17.9,22,780
18.2,23,779.9
18.9,23,779.8
19.5,21,779.7
20.2,20,779.6
20.9,18,779.5
21.7,17,779.5
22.5,16,779.5
23,16,779.4
23.4,15,779.4
23.9,15,779.3
24.2,15,779.2
24.3,15,779.2
24.6,14,779.1
25,13,779.1
25.1,13,779.2
25,13,779.2
24.9,13,779.2
25,13,779.2
25,13,779.2
25.1,13,779.3
25.3,13,779.3
25.3,12,779.3
25.5,12,779.4
25.8,13,779.5
25.9,13,779.5
26.1,12,779.6
25.6,13,779.7
25.5,12,779.8
25.7,13,779.9
25.9,13,780
25.3,12,780.1
25.4,13,780.3
25.1,13,780.5
25,13,780.6
24.9,13,780.7
24.9,13,780.8
25.1,13,780.9
25.1,13,781
25,13,781.2
24.9,13,781.3
24.6,13,781.4
24.5,12,781.5
24.8,12,781.7
24.8,12,781.8
24.4,12,781.9
24.1,13,782
23.7,14,782.1
23.4,16,782.1
23.1,18,782.1
22.8,20,782.2
22.1,21,782.2
21.6,23,782.3
21.2,23,782.3
20.9,24,782.2
20.8,23,782.2
20.7,24,782.1
20.2,24,782.1
19.7,26,782
19.1,27,782
18.5,28,781.9
17.3,30,781.9
16.3,31,781.8
15.1,32,781.8
13.8,35,781.7
12.7,37,781.5
11.9,39,781.4
11.2,41,781.3
10.4,43,781.2
9.9,46,781.1
9.6,47,781
9.6,48,780.9
9.9,47,780.8
10.4,46,780.6
10.8,44,780.4
11.3,43,780.3
11.7,41,780.2
12.1,40,780.1
12.2,40,780
12.3,40,779.9
12.5,39,779.8
12.6,39,779.7
12.8,38,779.6
13.1,38,779.6
13.1,38,779.5
13.3,37,779.5
13.5,36,779.5
13.6,36,779.4
13.5,36,779.4
13.6,36,779.3
13.3,36,779.3
12.6,38,779.3
11.6,41,779.2
10.6,44,779.2
10.4,45,779.2
10.4,45,779.2
10.7,45,779.3
11.1,43,779.3
11.3,43,779.3
11.4,42,779.3
11.3,42,779.4
11.2,42,779.5
11.3,41,779.5
11.5,40,779.5
11.5,38,779.6
11.6,37,779.6
11.7,37,779.6
11.9,36,779.6
11.8,37,779.6
11.7,38,779.6
11.8,38,779.7
12.2,37,779.7
12.8,35,779.7
13.3,33,779.6
13.6,32,779.6
13.9,31,779.6
14.1,31,779.6
14.3,30,779.6
14.3,31,779.6
14.4,30,779.5
14.2,31,779.5
14.3,30,779.5
14.2,31,779.5
13.8,32,779.5
13.7,34,779.5
14.3,34,779.5
15.4,30,779.4
15.8,26,779
15.8,26,778.9
15.7,27,778.9
16.1,26,778.8
16.3,26,778.8
16.6,25,778.7
17,25,778.5
17.4,25,778.5
17.6,24,778.4
17.1,24,778.4
16.4,26,778.3
16.2,27,778.2
16.3,27,778.1
16.8,27,778
17.3,26,777.9
17.6,26,777.8
18.3,24,777.7
18.9,22,777.6
19.5,22,777.5
20,21,777.4
20.4,20,777.3
20.9,20,777.2
21.8,20,777.1
23.2,19,777
24.3,17,776.9
24.7,16,776.9
24.8,15,776.8
25.2,15,776.7
25.2,15,776.7
25,15,776.6
25.5,14,776.5
26,14,776.5
26.1,14,776.5
26.2,13,776.5
26.4,13,776.5
25.9,13,776.6
26.2,13,776.7
25.9,13,776.7
26.2,12,776.8
26.2,12,776.8
25.9,12,776.8
25.9,13,776.9
26.1,13,777
26.4,13,777.1
26.2,13,777.1
25.7,13,777.2
26.3,13,777.3
26.2,12,777.4
25.8,13,777.5
25.7,13,777.6
25.1,14,777.7
24.9,13,777.9
24.7,14,778
24.6,14,778.2
23.9,14,778.3
23.8,13,778.5
23.6,13,778.7
23.3,13,778.8
23.8,14,778.8
23.5,14,778.9
23.3,15,779.1
23.2,14,779.2
23,14,779.3
23.2,14,779.4
23,15,779.5
22.7,15,779.5
22.5,16,779.5
22,16,779.6
21.9,16,779.6
21.3,16,779.6
20.8,16,779.6
20.6,16,779.6
20.5,17,779.5
20.3,18,779.4
20,18,779.3
19.7,19,779.2
19.5,20,779.2
18.7,24,779.1
17.9,26,779
17,27,778.9
15.6,28,778.8
13.9,31,778.7
12.7,34,778.6
12.2,33,778.6
11.1,35,778.5
10.2,37,778.3
9.5,38,778.2
9.1,39,778
9.4,39,777.9
10,37,777.8
11.1,35,777.8
12.5,32,777.6
13.8,28,777.5
13.8,28,777.4
13.7,28,777.3
13.9,28,777.2
14,28,777.1
14.1,28,777
14.2,27,777
14,27,777
13.9,27,776.9
13.9,27,776.9
14.1,26,776.8
14.5,26,776.8
14.9,26,776.7
15.1,26,776.7
15.2,26,776.7
15.1,25,776.8
15.4,24,776.8
15.7,23,776.8
15.8,22,776.8
15.9,22,776.9
15.9,22,776.9
15.9,22,777
16.1,22,777.1
16.2,22,777.1
16.1,22,777.1
16.3,21,777.1
16.3,20,777.2
16.4,20,777.2
16.6,20,777.2
16.7,19,777.2
16.7,17,777.2
16.7,16,777.2
16.7,15,777.3
16.7,16,777.3
16.6,16,777.4
16.2,16,777.5
15.2,18,777.5
13.5,21,777.6
13.6,23,777.7
14.5,21,777.8
15,20,777.8
15.5,19,777.7
15.7,18,777.7
15.6,18,777.7
15.6,18,777.7
15.8,18,777.6
16,17,777.6
16,17,777.6
16,18,777.5
15.9,18,777.5
16.1,18,777.5
16.4,17,777.5
16.7,16,777.5
16.6,16,777.4
16.5,16,777.4
16.7,16,777.4
16.7,15,777.3
16.4,16,777.3
16.8,16,777.2
17.4,15,777.1
17.4,15,777.1
17.6,14,777
18.3,12,777
18.6,12,776.9
18.8,11,776.8
18.9,11,776.7
18.9,11,776.5
18.9,11,776.5
19,11,776.4
19.1,10,776.3
19.2,9,776.3
19.3,9,776.2
19.5,9,776.2
19.8,9,776.1
20.4,8,776
21.3,8,776
22.4,7,775.9
23,6,775.9
23.4,6,775.8
23.6,6,775.7
23.7,6,775.6
23.8,7,775.5
24,7,775.5
24.4,8,775.4
24.5,8,775.4
24.6,8,775.4
24.9,9,775.4
24.8,9,775.5
24.8,9,775.6
24.5,9,775.6
24.4,9,775.7
24.5,8,775.7
24.6,6,775.8
24.6,6,775.9
24.9,6,776
24.6,8,776.1
24.8,6,776.2
24.5,5,776.2
24.4,6,776.4
24.7,6,776.6
24.4,6,776.7
24.1,6,776.8
24,6,776.9
24.1,6,777
24.2,6,777.2
24.1,7,777.3
23.9,6,777.4
23.8,7,777.5
23.5,6,777.6
23.5,6,777.8
23.7,6,777.9
23.8,6,778.1
23.3,6,778.3
23.3,8,778.4
23.3,8,778.5
23.1,8,778.6
22.6,8,778.8
22.4,8,778.9
22,8,778.9
21.7,8,778.9
21.3,9,779
21,10,779
20.8,10,779
20.6,11,779
20.5,11,778.9
20.4,11,778.9
20.4,12,778.9
20.3,14,778.9
19.6,16,778.8
18.7,19,778.7
17.6,23,778.7
16.5,25,778.6
14.8,29,778.5
12.8,31,778.4
11.5,36,778.3
10.6,40,778.2
10.3,41,778.1
10.4,39,778
10.6,36,777.9
10.8,34,777.8
10.7,34,777.8
11.3,34,777.7
12,30,777.6
12.1,31,777.5
12.2,31,777.5
12.4,31,777.4
12.4,31,777.4
12.4,32,777.3
12.4,31,777.3
12.2,31,777.4
12.1,30,777.4
11.6,30,777.4
11.6,30,777.4
11.8,29,777.4
12,29,777.4
12.1,29,777.5
11.7,30,777.4
11.7,32,777.5
12,32,777.5
12,33,777.5
11.8,33,777.5
11.7,34,777.5
11.8,33,777.5
11.9,34,777.6
12,36,777.6
12.3,36,777.6
12.6,34,777.7
12.9,33,777.6
13,33,777.6
12.9,34,777.7
12.5,35,777.9
12.2,36,777.9
12.3,36,778
11.9,36,778.1
12,37,778.2
12.5,36,778.2
12.9,36,778.3
13,35,778.4
12.9,35,778.4
12.5,36,778.5
12.8,37,778.5
13.9,33,778.6
14.6,28,778.7
14.6,26,778.7
13.4,29,778.7
12.4,37,778.8
12.6,39,778.9
13,38,779
13.1,36,779
12.9,37,779
12.9,37,779.2
13.1,36,779.2
13.5,36,779.2
13.8,35,779.3
14.3,34,779.3
15.4,32,779.2
16.4,27,779.2
16.7,25,779.1
16.9,26,779.1
17.1,26,779
17.3,26,779
17.4,26,778.9
17.5,27,778.8
17.6,25,778.7
17.7,25,778.6
17.9,25,778.5
18,25,778.4
18.2,24,778.2
18.4,24,778.2
18.5,23,778.1
18.6,23,778
18.9,22,778
19.1,22,777.8
19.3,22,777.7
19.5,22,777.5
19.7,23,777.5
19.9,23,777.4
20.3,23,777.4
20.6,22,777.2
21,21,777.1
21.6,20,777
22.1,20,777
22.3,20,776.9
22.4,20,776.9
22.6,19,776.9
22.7,18,776.8
22.9,18,776.8
23.2,17,776.8
23.5,18,776.9
23.5,16,776.9
23.7,16,777
23.7,17,777
23.7,18,777
23.8,17,777
23.9,16,777.1
23.8,16,777.1
24.1,16,777.2
24.1,16,777.1
23.9,18,777.3
24,17,777.4
24.1,18,777.5
24.3,17,777.8
24.5,17,778
24.2,18,778.1
24,18,778.3
23.8,17,778.5
23.4,20,778.6
23.2,21,778.8
23.3,20,779
23.5,19,779.1
22.7,23,779.2
22.5,23,779.4
22.3,23,779.6
22.2,24,779.7
22.1,24,779.8
22,26,779.9
21.6,27,779.9
21.5,26,780
21.3,28,780.1
21.2,28,780.2
21.1,28,780.3
20.7,29,780.3
20.5,30,780.3
20.2,31,780.4
20,31,780.5
19.7,32,780.5
19.6,33,780.5
19.4,32,780.5
19.3,32,780.5
19.2,32,780.4
19,32,780.3
18.7,33,780.2
18.4,32,780.1
18.4,32,780.1
18.3,34,780.1
17.9,34,780
17.6,35,779.8
17.2,35,779.7
16.7,37,779.6
16.4,37,779.6
16.2,39,779.5
16,40,779.4
15.8,40,779.3
15.7,40,779.1
15.6,40,778.9
15.6,39,778.8
15.4,39,778.7
15.4,39,778.7
15.5,39,778.7
15.7,39,778.6
15.9,39,778.5
16.1,40,778.4
16.2,40,778.3
16.1,39,778.2
16.3,38,778.3
16.4,38,778.2
16.5,37,778.2
16.4,37,778.3
16.2,37,778.2
15.8,37,778.3
14.7,40,778.3
13.8,41,778.4
13.7,41,778.4
13.7,42,778.3
14.1,41,778.3
14.5,40,778.4
15,39,778.4
15.5,37,778.5
15.6,37,778.6
15.8,36,778.7
15.8,36,778.8
16.1,35,778.8
16.4,35,778.8
16.7,34,778.8
17.1,33,778.9
17.3,32,778.9
17.4,32,779
17.5,32,779.1
17.5,32,779.1
17.5,32,779.1
17.6,32,779.2
17.5,32,779.3
17.3,32,779.4
16.9,33,779.5
16.5,33,779.6
16.2,34,779.7
16.4,34,779.8
16.5,34,779.7
16.8,33,779.7
17.4,32,779.8
17.6,30,779.8
17.1,31,779.7
15.9,34,779.8
15.7,35,779.8
16,34,779.8
16.1,33,779.9
16.6,33,779.9
17.3,31,780
17.8,29,780
18,29,780
18,29,779.9
18.1,29,779.9
18.2,28,779.9
18.4,28,779.9
18.5,28,779.8
18.8,28,779.8
19,27,779.7
19.3,26,779.7
19.5,26,779.7
19.8,26,779.6
20.1,26,779.5
20.3,25,779.4
20.4,25,779.3
20.5,24,779.3
20.8,24,779.3
20.9,23,779.2
20.9,23,779.1
21,22,779.1
21,22,779
21.2,22,779
21.5,22,778.9
21.7,22,778.9
22.1,21,778.9
22.5,20,778.9
23.2,19,778.8
23.7,19,778.7
24,19,778.6
24.2,20,778.6
24.2,20,778.6
24.3,21,778.6
24.5,21,778.6
25.2,19,778.5
25.4,20,778.5
25.3,20,778.6
25.1,20,778.6
25.1,19,778.7
25.2,20,778.8
25.1,20,778.8
25.1,20,778.9
25.1,20,779
25.4,20,779.1
25.4,21,779.1
25.5,21,779.2
25.3,21,779.3
25,21,779.4
24.8,21,779.5
24.9,22,779.6
24.8,22,779.7
25,22,779.8
25,23,780
24.8,23,780.2
24.9,23,780.3
24.9,24,780.4
24.7,24,780.6
24.4,24,780.7
24.3,24,780.8
24.5,24,781
24.4,25,781.2
24.4,25,781.3
23.9,26,781.5
23.7,26,781.6
23.8,26,781.8
23.7,27,782
23.4,28,782.1
23.7,28,782.3
23.9,29,782.3
23.8,29,782.4
23.4,30,782.5
23.1,30,782.5
22.6,31,782.6
22.1,32,782.7
21.9,32,782.7
21.2,34,782.8
20.3,36,782.9
19.7,37,782.8
19.1,38,782.7
18.2,42,782.7
16.8,48,782.7
15.7,51,782.7
14.9,54,782.7
14,55,782.7
12.7,59,782.6
11.6,64,782.6
10.4,68,782.6
9.3,76,782.5
8.6,78,782.5
8.3,78,782.4
8.1,77,782.3
8.1,77,782.3
8.2,77,782.2
8.5,75,782.1
8.7,74,782
8.8,75,781.9
8.9,75,781.8
8.8,75,781.8
8.8,74,781.7
9,73,781.6
9.3,71,781.6
9.7,70,781.5
9.9,70,781.4
10.2,68,781.4
10.5,67,781.3
10.6,67,781.3
10.8,66,781.3
11,65,781.2
11.1,65,781.2
11,66,781.3
11,67,781.3
11.1,66,781.3
11.6,63,781.3
11.9,62,781.2
12.1,61,781.2
12.3,60,781.3
12.1,62,781.4
12.1,63,781.5
12.2,63,781.5
12.4,63,781.5
12.4,62,781.5
12.3,63,781.6
12.3,63,781.6
12.5,62,781.7
12.6,60,781.8
12.4,60,781.9
12,61,781.9
12,60,781.9
12.2,60,782
12.4,59,782
12.6,58,782
12.8,56,782.1
12.8,55,782.2
12.5,56,782.3
12.2,58,782.3
12.1,59,782.4
12.4,59,782.4
12.6,58,782.4
12.7,59,782.4
12.8,57,782.4
13.1,56,782.3
13.2,56,782.3
13.4,56,782.3
13.7,55,782.3
14.3,53,782.3
14.6,52,782.4
14.9,51,782.4
15.2,50,782.4
15.7,49,782.4
16.1,47,782.4
16.2,46,782.5
16.2,45,782.4
15.8,43,782.2
15.5,37,782.1
15.4,33,781.9
15.7,33,781.9
16,31,781.9
16.3,31,781.8
16.6,31,781.7
17,30,781.6
17.6,29,781.5
17.8,28,781.4
18,28,781.2
18.1,27,781.1
18.2,27,781
18.4,27,781
18.8,26,781
19.5,25,780.9
20.4,23,780.9
21.3,22,780.9
22.4,20,780.8
23.6,18,780.7
24,18,780.6
24.2,17,780.5
24.2,17,780.5
24.1,17,780.5
24.2,18,780.4
24.3,18,780.4
24.9,17,780.4
25.2,17,780.4
25.2,18,780.4
25.4,18,780.4
25.3,18,780.5
25.1,18,780.5
25.1,18,780.5
25.1,19,780.6
24.8,19,780.6
24.8,20,780.6
24.9,20,780.7
24.8,20,780.8
24.8,20,781
24.9,20,781
24.8,20,781.1
25,20,781.1
25.1,21,781.3
24.9,21,781.4
24.5,22,781.5
24.3,22,781.6
24.6,23,781.7
24.4,25,781.8
24.3,25,781.9
23.9,26,782.1
24.1,25,782.2
23.9,26,782.3
23.3,26,782.5
23,28,782.7
23.1,28,782.8
23,29,783
22.9,29,783.1
22.6,29,783.2
22.3,32,783.3
21.9,33,783.4
21.5,35,783.5
20.9,39,783.6
20.4,40,783.6
20,42,783.6
19.3,44,783.7
18.7,46,783.8
18.6,47,783.8
18,50,783.8
17.5,52,783.8
16.7,54,783.7
16.2,56,783.7
15.7,57,783.6
15,60,783.6
14.5,62,783.5
14,64,783.5
13.2,67,783.4
12.1,72,783.3
11.3,78,783.2
10.7,84,783.1
10.3,87,783.1
10,89,783
9.8,89,783.1
9.6,89,783
9.5,89,782.9
9.4,88,782.9
9.3,87,782.7
9.2,85,782.6
9.2,84,782.5
9.2,81,782.4
9.3,79,782.4
9.1,79,782.2
9,81,782.1
8.9,82,782
8.8,80,782
8.3,74,781.9
8,67,781.8
8,63,781.8
8,63,781.8
8,63,781.7
7.9,64,781.7
8,64,781.6
8.2,64,781.5
8.2,66,781.4
8.4,65,781.4
8.7,64,781.3
9.1,63,781.3
9.5,62,781.3
9.7,61,781.2
9.9,61,781.3
10.1,63,781.3
10.4,61,781.2
10.5,63,781.2
10.4,62,781.2
10.1,59,781.2
9.7,52,781.3
9.6,43,781.3
9.7,36,781.3
9.9,32,781.4
10.1,32,781.4
9.9,32,781.4
9.8,33,781.4
10.2,32,781.4
10.9,30,781.4
11.8,28,781.4
12.5,26,781.5
13,25,781.4
13.2,23,781.4
13.3,22,781.3
12.5,23,781.3
12,26,781.3
11.8,29,781.3
12,28,781.3
12.1,29,781.2
12.1,29,781.3
12.3,31,781.3
13.2,30,781.2
14.7,28,781.1
17.2,19,780.8
17.5,15,780.6
17.4,17,780.6
17.2,19,780.6
17.2,19,780.6
17.1,19,780.5
17.2,19,780.5
16.9,19,780.4
16.3,19,780.3
15.9,21,780.3
15.7,21,780.2
15.4,22,780.1
15.2,22,780
15.3,21,779.9
15.5,20,779.8
15.9,20,779.6
16.5,19,779.5
17.2,20,779.4
17.7,18,779.4
17.8,18,779.3
18,18,779.2
18.1,18,779.2
18.7,16,779.1
19.8,13,779
20.8,12,778.8
21.9,11,778.7
23.1,9,778.6
23.7,10,778.5
23.9,10,778.4
24.1,9,778.3
23.8,10,778.2
23.6,10,778.2
24,10,778.2
24.6,10,778.1
24.7,10,778.1
25.1,10,778.1
25.2,9,778
24.9,9,778
25.1,9,778
24.9,9,778
24.5,9,778.2
24.6,8,778.2
24.6,8,778.3
24.8,8,778.3
25.1,8,778.3
25.5,8,778.4
25,10,778.5
24.5,10,778.6
24.4,10,778.8
24.5,10,778.9
24.4,11,779.1
23.7,10,779.3
23.7,10,779.4
23.4,11,779.5
23.9,11,779.6
23.3,11,779.8
23.1,12,779.9
23,12,780
22.8,12,780.1
22.8,13,780.2
22.4,12,780.4
22.3,13,780.4
22,13,780.5
21.6,14,780.6
21.3,14,780.6
20.9,15,780.6
20.6,15,780.8
20.5,15,780.8
20.3,16,780.8
20.5,17,780.8
20,17,780.8
19.3,18,780.8
18.5,18,780.7
18,21,780.6
17.4,23,780.6
16.4,24,780.5
15.9,27,780.4
15.2,30,780.3
14.5,30,780.2
14,31,780.1
12.3,31,780
10.8,36,779.9
9.9,38,779.8
9.3,38,779.7
8.6,40,779.6
7.7,43,779.5
6.9,45,779.4
6.6,47,779.3
7,45,779.3
7.6,42,779.2
7.7,40,779
7.4,42,778.9
7.3,44,778.8
7.7,45,778.7
7.9,44,778.5
8.1,43,778.4
7.8,44,778.4
7.3,45,778.4
6.5,48,778.4
6.2,49,778.3
6.1,50,778.3
6.2,49,778.2
6.5,48,778.1
6.6,48,778
6.8,47,778
7.1,45,777.9
7.1,45,777.9
7.2,45,777.9
7.3,44,777.9
7.6,44,777.8
8.2,42,777.7
8.9,40,777.7
9.6,37,777.7
10.1,36,777.6
10.4,34,777.7
10.3,34,777.7
10.3,35,777.6
10.4,35,777.6
10.6,35,777.5
10.8,33,777.5
10.6,33,777.4
11,32,777.4
11.5,30,777.4
11.5,29,777.5
11.7,27,777.5
11.9,26,777.5
11.8,25,777.6
11.8,25,777.6
11.9,25,777.6
12.1,24,777.7
12.3,24,777.8
12.5,25,777.8
13.2,24,777.9
13.5,21,777.9
13.6,21,777.9
13.9,22,777.8
14.2,21,777.7
14.4,21,777.5
14.5,22,777.4
14.6,21,777.3
14.6,21,777.3
14.9,21,777.3
15.1,20,777.2
15.7,20,777.1
16.1,19,777
16.1,18,777
16.1,17,777
16,17,777
15.7,17,777
15.5,18,777
15.3,19,777
15.1,20,776.9
14.9,20,776.8
14.6,21,776.8
14.6,20,776.7
15,20,776.6
15.4,19,776.5
15.9,19,776.3
16.6,17,776.2
16.8,15,776.1
17.1,15,776.1
17.6,15,776
18.3,15,775.8
18.8,14,775.7
19.2,13,775.5
19.6,13,775.4
20.1,12,775.3
20.8,11,775.2
21.3,10,775.2
21.7,10,775.1
21.7,9,775
21.8,8,774.9
21.9,8,774.8
22.1,9,774.8
22.5,8,774.8
22.6,8,774.7
22.8,8,774.7
23.1,8,774.6
23,9,774.7
23.2,9,774.7
23,10,774.7
22.9,9,774.8
23.3,8,774.8
23.2,7,774.9
23.2,7,774.9
23.5,6,775
23.6,7,775.1
23.4,6,775.1
23.2,7,775.1
23.1,7,775.2
23.2,7,775.3
23,7,775.5
23,8,775.6
22.6,10,775.8
22.4,10,775.9
22.4,9,776.1
22.2,10,776.2
21.8,10,776.4
22,10,776.5
21.7,10,776.6
21.3,10,776.7
21.1,11,776.8
20.9,11,777
20.8,11,777.2
20.6,11,777.4
20.2,11,777.5
20.2,11,777.6
19.9,10,777.6
19.6,9,777.6
19.3,10,777.6
19.1,9,777.7
18.9,9,777.7
18.7,9,777.7
18.4,10,777.6
18.2,11,777.6
18,11,777.6
17.5,13,777.5
17.2,13,777.5
16.7,15,777.5
16.4,17,777.6
16.2,19,777.5
15.8,21,777.5
15.3,22,777.4
14.6,27,777.3
13.7,30,777.3
13,33,777.3
12.5,34,777.2
12.2,34,777.2
11.9,35,777.1
11.8,35,777
11.7,35,776.8
11.6,32,776.7
11.7,32,776.6
12,32,776.5
11.9,32,776.4
11.9,31,776.4
12,31,776.3
11.4,31,776.3
11.1,36,776.3
10.9,39,776.3
11.1,41,776.3
11.5,40,776.2
11.8,38,776.2
11.7,36,776.1
11.8,34,776.1
12,30,776
11.9,27,776
11.2,32,775.9
11.3,37,775.9
11.7,35,776
12.2,31,776
12.2,26,775.9
11.8,28,775.9
11.5,31,775.9
11.1,37,776
11,41,776.1
11.2,42,776.1
11.6,41,776.2
11.8,40,776.2
11.7,41,776.3
11.8,42,776.5
11.3,43,776.6
11.1,43,776.7
11,42,776.8
10.8,42,776.8
11,41,777
11.5,40,777
12,38,777.1
12.4,36,777.2
12.8,35,777.3
13.8,32,777.3
14.6,31,777.3
14.8,30,777.2
14.9,29,777.2
14.9,28,777.2
14.8,27,777.3
14.7,27,777.3
14.6,26,777.3
14.2,25,777.3
14,23,777.3
13.9,22,777.3
12.9,23,777.3
12.7,24,777.3
13.1,23,777.4
13.5,22,777.4
14.1,21,777.4
13.9,21,777.4
14.1,21,777.5
14.3,20,777.5
14.7,21,777.5
15.7,19,777.5
16.5,17,777.4
16.7,17,777.4
16.7,17,777.4
16.9,17,777.3
16.8,17,777.2
16.6,18,777.1
16.7,18,777
16.5,18,777
16.8,17,777
17.5,16,776.9
17.9,15,776.7
18.2,14,776.6
18.4,13,776.6
18.6,12,776.5
18.7,11,776.5
19.1,10,776.5
19.6,9,776.4
20.2,9,776.3
20.6,9,776.3
21.3,10,776.2
22.2,9,776.2
22.6,8,776.2
24.2,5,776
24.4,4,775.9
24.6,3,775.9
24.8,3,775.9
24.8,3,776
24.8,3,776
24.7,3,776
24.7,3,776.1
24.7,4,776.2
24.8,5,776.3
24.7,6,776.3
24.6,6,776.5
24.6,6,776.6
24.7,6,776.7
24.4,7,776.9
24.3,7,777
23.9,7,777.2
24.2,6,777.4
24.3,6,777.5
24.2,6,777.7
23.7,6,777.8
23.5,5,778
23.1,7,778.2
22.9,8,778.4
22.7,9,778.6
22.4,9,778.7
22.4,10,778.8
22.6,10,779
22,12,779.2
21.7,11,779.4
21.8,12,779.5
21.5,11,779.6
21.2,11,779.7
21.1,10,779.8
20.9,11,779.9
20.8,12,780
20.7,11,780
20.5,11,780
20.1,12,780
20.2,12,780
19.7,15,779.9
19.1,18,779.9
18.7,19,779.9
18.1,22,779.9
17.5,22,779.8
16.9,25,779.8
16.1,27,779.8
15.2,30,779.7
14.1,32,779.7
12.9,34,779.7
11.5,36,779.7
10.4,39,779.6
9.9,41,779.6
9.6,41,779.6
9.4,41,779.5
9.2,41,779.4
9.3,41,779.4
9.5,41,779.2
9.8,39,779.1
10.2,37,779.1
10.2,37,779
10.1,37,778.8
10.1,37,778.8
10.3,37,778.7
10.8,35,778.5
10.9,35,778.5
10.6,37,778.5
10.5,36,778.4
9.3,39,778.4
7.9,45,778.4
7.3,51,778.4
7.4,52,778.4
7.4,52,778.3
7.7,51,778.3
7.9,51,778.3
8.3,50,778.3
8.8,49,778.4
9.3,47,778.5
9.8,45,778.5
10.5,43,778.6
11.2,39,778.6
12,36,778.7
12.7,32,778.7
13.2,30,778.8
13.4,29,778.9
13.6,28,779
13.9,27,779
14.4,25,779.1
16.4,26,779.2
16.6,25,779.3
16.7,24,779.3
16.8,23,779.3
16.9,24,779.3
17.1,25,779.4
17.2,24,779.4
17.1,25,779.4
17.3,24,779.5
17.3,23,779.6
17.3,23,779.7
17.2,22,779.7
16.7,23,779.8
16,24,779.9
15.4,25,780
15.3,25,780
15.4,25,780
15.5,24,780.1
15.3,25,780.1
15.5,24,780.1
15.5,24,780.1
15.5,24,780.1
15.8,24,780.1
16.3,23,780
17,22,780
17.8,20,779.9
18.2,20,779.9
18.1,19,779.9
18.2,20,779.9
18.4,19,779.8
18.6,18,779.7
18.8,18,779.7
18.8,18,779.6
18.8,19,779.5
18.9,19,779.5
19.2,19,779.5
19.6,18,779.4
20,17,779.3
20.3,17,779.2
20.6,16,779.2
21,15,779.1
21.7,15,779.1
22.6,14,779
23.2,13,778.9
23.5,12,778.9
23.6,12,778.8
23.5,11,778.8
23.6,10,778.8
24,11,778.7
24.3,10,778.7
22.3,28,780.9
21.8,30,781.1
21.4,30,781.2
20.9,30,781.4
20.6,32,781.6
20.7,31,781.7
20.3,34,781.8
19.6,37,781.9
18.8,39,782
18.5,40,782.1
18.3,40,782.2
18.2,42,782.2
11.7,28,782.1
10.9,29,782
10.6,30,782
10.3,30,781.9
10,30,781.8
9.6,31,781.8
9.2,32,781.7
9,31,781.6
9,31,781.5
9.1,31,781.4
9.4,30,781.4
9.7,29,781.3
10,28,781.3
10.2,28,781.2
10.3,28,781.3
10.3,27,781.2
10.3,27,781.2
10.2,28,781.2
10.1,28,781.2
9.9,28,781.2
9.6,30,781.2
9.6,32,781.1
9.8,35,781.1
10,40,781
10,42,781
9.7,37,780.9
9.7,32,780.8
9.5,33,780.8
9.3,34,780.8
9.4,34,780.8
9.4,34,780.7
9.5,34,780.8
9.5,34,780.9
9.4,34,780.9
9.5,34,781
9.5,34,781
9.5,34,781.1
9.6,34,781.2
9.6,34,781.3
9.7,34,781.3
9.8,34,781.2
10,34,781.3
10.3,34,781.5
10.6,34,781.5
11,33,781.6
11,32,781.6
10.9,33,781.4
11,33,781.3
11.1,32,781.3
11.2,32,781.4
11.3,32,781.4
11.4,32,781.5
11.7,31,781.5
11.9,31,781.6
12.2,31,781.6
12.4,30,781.6
12.5,30,781.6
12.7,30,781.6
13,30,781.7
13.2,29,781.7
13.4,29,781.7
13.6,29,781.7
13.8,29,781.6
14.1,28,781.6
14.3,28,781.5
14.4,28,781.5
14.7,28,781.4
15.1,27,781.3
15.5,26,781.2
15.7,26,781.1
16,25,781
16.3,24,780.9
16.4,23,780.8
16.7,21,780.7
17.1,19,780.5
17.3,18,780.2
17.3,18,780
17.3,17,779.8
17,17,779.8
16.6,19,779.7
16.7,21,779.5
17,19,779.3
17.5,19,779.2
18.2,18,779.2
19.1,16,779.2
20.3,15,779.1
21.6,13,779.1
22.9,12,779
24,11,778.9
24.6,10,778.8
24.8,9,778.8
24.5,10,778.7
24,9,778.7
24.2,9,778.7
24.5,9,778.6
25.2,8,778.5
25.5,8,778.5
25.7,8,778.4
26,7,778.4
25.7,8,778.4
25.6,7,778.4
25.4,7,778.4
25.6,8,778.6
25.8,8,778.7
25.4,8,778.8
25.2,8,778.8
25.4,8,778.9
25.3,8,779
24.8,8,779.2
24.8,8,779.3
24.7,8,779.4
24.5,8,779.5
24.5,8,779.7
23.9,9,779.8
